ARREST_DATE,YEAR,MONTH,F,M,V,TOTAL,FELONY_RATIO,OPACITY
2014-11-15,2014,11,243,760,81,1084,0.22416974169741700,0.22416974169741700
2014-11-16,2014,11,176,525,40,741,0.23751686909581600,0.23751686909581600
2014-11-17,2014,11,195,463,51,709,0.2750352609308890,0.2750352609308890
2014-11-18,2014,11,304,668,66,1038,0.2928709055876690,0.2928709055876690
2014-11-19,2014,11,344,713,100,1157,0.29732065687121900,0.29732065687121900
2014-11-20,2014,11,398,800,93,1291,0.308288148721921,0.308288148721921
2014-11-21,2014,11,315,792,65,1172,0.2687713310580210,0.2687713310580210
2014-11-22,2014,11,212,820,86,1118,0.18962432915921300,0.18962432915921300
2014-11-23,2014,11,132,534,52,718,0.18384401114206100,0.18384401114206100
2014-11-24,2014,11,225,473,58,756,0.2976190476190480,0.2976190476190480
2014-11-25,2014,11,293,646,80,1019,0.2875368007850830,0.2875368007850830
2014-11-26,2014,11,193,427,44,664,0.29066265060241000,0.29066265060241000
2014-11-27,2014,11,65,181,24,270,0.24074074074074100,0.24074074074074100
2014-11-28,2014,11,193,623,57,873,0.22107674684994300,0.22107674684994300
2014-11-29,2014,11,191,658,58,907,0.2105843439911800,0.2105843439911800
2014-11-30,2014,11,139,456,39,634,0.2192429022082020,0.2192429022082020
2014-12-01,2014,12,186,454,45,685,0.27153284671532800,0.27153284671532800
2014-12-02,2014,12,317,694,76,1087,0.29162833486660500,0.29162833486660500
2014-12-03,2014,12,263,575,104,942,0.2791932059447980,0.2791932059447980
2014-12-04,2014,12,235,529,194,958,0.2453027139874740,0.2453027139874740
2014-12-05,2014,12,178,446,80,704,0.2528409090909090,0.2528409090909090
2014-12-06,2014,12,145,439,41,625,0.232,0.232
2014-12-07,2014,12,117,394,22,533,0.21951219512195100,0.21951219512195100
2014-12-08,2014,12,147,381,36,564,0.26063829787234000,0.26063829787234000
2014-12-09,2014,12,241,454,51,746,0.3230563002680970,0.3230563002680970
2014-12-10,2014,12,272,560,77,909,0.2992299229922990,0.2992299229922990
2014-12-11,2014,12,264,629,77,970,0.2721649484536080,0.2721649484536080
2014-12-12,2014,12,247,593,52,892,0.2769058295964130,0.2769058295964130
2014-12-13,2014,12,152,554,48,754,0.20159151193634000,0.20159151193634000
2014-12-14,2014,12,123,439,48,610,0.20163934426229500,0.20163934426229500
2014-12-15,2014,12,247,467,37,751,0.3288948069241010,0.3288948069241010
2014-12-16,2014,12,264,580,63,907,0.29106945975744200,0.29106945975744200
2014-12-17,2014,12,308,666,61,1035,0.2975845410628020,0.2975845410628020
2014-12-18,2014,12,272,561,53,886,0.30699774266365700,0.30699774266365700
2014-12-19,2014,12,215,599,31,845,0.25443786982248500,0.25443786982248500
2014-12-20,2014,12,135,443,37,615,0.21951219512195100,0.21951219512195100
2014-12-21,2014,12,103,194,2,299,0.34448160535117100,0.34448160535117100
2014-12-22,2014,12,112,205,6,323,0.34674922600619200,0.34674922600619200
2014-12-23,2014,12,127,206,3,336,0.37797619047619000,0.37797619047619000
2014-12-24,2014,12,73,147,3,223,0.3273542600896860,0.3273542600896860
2014-12-25,2014,12,55,79,2,136,0.40441176470588200,0.40441176470588200
2014-12-26,2014,12,104,179,4,287,0.3623693379790940,0.3623693379790940
2014-12-27,2014,12,75,159,2,236,0.3177966101694920,0.3177966101694920
2014-12-28,2014,12,79,174,3,256,0.30859375,0.30859375
2014-12-29,2014,12,102,213,1,316,0.3227848101265820,0.3227848101265820
2014-12-30,2014,12,127,248,2,377,0.33687002652519900,0.33687002652519900
2014-12-31,2014,12,76,128,1,205,0.37073170731707300,0.37073170731707300
2015-01-01,2015,1,158,247,5,410,0.3853658536585370,0.3853658536585370
2015-01-02,2015,1,196,263,8,467,0.4197002141327620,0.4197002141327620
2015-01-03,2015,1,140,220,2,362,0.3867403314917130,0.3867403314917130
2015-01-04,2015,1,87,148,0,235,0.3702127659574470,0.3702127659574470
2015-01-05,2015,1,155,249,4,408,0.3799019607843140,0.3799019607843140
2015-01-06,2015,1,235,323,7,565,0.415929203539823,0.415929203539823
2015-01-07,2015,1,303,372,12,687,0.4410480349344980,0.4410480349344980
2015-01-08,2015,1,269,453,30,752,0.35771276595744700,0.35771276595744700
2015-01-09,2015,1,238,547,61,846,0.28132387706855800,0.28132387706855800
2015-01-10,2015,1,215,551,71,837,0.25686977299880500,0.25686977299880500
2015-01-11,2015,1,129,378,25,532,0.2424812030075190,0.2424812030075190
2015-01-12,2015,1,200,413,36,649,0.3081664098613250,0.3081664098613250
2015-01-13,2015,1,378,707,69,1154,0.3275563258232240,0.3275563258232240
2015-01-14,2015,1,400,756,91,1247,0.32076984763432200,0.32076984763432200
2015-01-15,2015,1,357,740,80,1177,0.3033135089209860,0.3033135089209860
2015-01-16,2015,1,261,734,86,1081,0.2414431082331180,0.2414431082331180
2015-01-17,2015,1,221,654,60,935,0.23636363636363600,0.23636363636363600
2015-01-18,2015,1,116,452,42,610,0.1901639344262300,0.1901639344262300
2015-01-19,2015,1,144,507,53,704,0.20454545454545500,0.20454545454545500
2015-01-20,2015,1,325,785,69,1179,0.27565733672603900,0.27565733672603900
2015-01-21,2015,1,369,769,92,1230,0.3,0.3
2015-01-22,2015,1,396,799,95,1290,0.30697674418604700,0.30697674418604700
2015-01-23,2015,1,328,802,99,1229,0.26688364524003300,0.26688364524003300
2015-01-24,2015,1,197,554,62,813,0.24231242312423100,0.24231242312423100
2015-01-25,2015,1,134,470,32,636,0.21069182389937100,0.21069182389937100
2015-01-26,2015,1,117,242,12,371,0.31536388140161700,0.31536388140161700
2015-01-27,2015,1,122,345,17,484,0.25206611570247900,0.25206611570247900
2015-01-28,2015,1,328,692,72,1092,0.30036630036630000,0.30036630036630000
2015-01-29,2015,1,320,707,92,1119,0.28596961572832900,0.28596961572832900
2015-01-30,2015,1,286,729,76,1091,0.2621448212648950,0.2621448212648950
2015-01-31,2015,1,188,633,76,897,0.20958751393534000,0.20958751393534000
2015-02-01,2015,2,103,394,39,536,0.1921641791044780,0.1921641791044780
2015-02-02,2015,2,138,282,28,448,0.3080357142857140,0.3080357142857140
2015-02-03,2015,2,282,580,71,933,0.3022508038585210,0.3022508038585210
2015-02-04,2015,2,344,744,91,1179,0.2917726887192540,0.2917726887192540
2015-02-05,2015,2,381,734,83,1198,0.31803005008347200,0.31803005008347200
2015-02-06,2015,2,326,740,79,1145,0.2847161572052400,0.2847161572052400
2015-02-07,2015,2,224,691,90,1005,0.2228855721393040,0.2228855721393040
2015-02-08,2015,2,166,541,68,775,0.21419354838709700,0.21419354838709700
2015-02-09,2015,2,183,421,54,658,0.27811550151975700,0.27811550151975700
2015-02-10,2015,2,416,693,70,1179,0.35284139100933000,0.35284139100933000
2015-02-11,2015,2,369,859,89,1317,0.28018223234624100,0.28018223234624100
2015-02-12,2015,2,381,853,131,1365,0.27912087912087900,0.27912087912087900
2015-02-13,2015,2,243,683,91,1017,0.23893805309734500,0.23893805309734500
2015-02-14,2015,2,179,598,73,850,0.21058823529411800,0.21058823529411800
2015-02-15,2015,2,124,477,38,639,0.19405320813771500,0.19405320813771500
2015-02-16,2015,2,146,463,35,644,0.2267080745341620,0.2267080745341620
2015-02-17,2015,2,274,673,66,1013,0.2704837117472850,0.2704837117472850
2015-02-18,2015,2,324,786,84,1194,0.271356783919598,0.271356783919598
2015-02-19,2015,2,281,697,88,1066,0.26360225140712900,0.26360225140712900
2015-02-20,2015,2,241,684,55,980,0.24591836734693900,0.24591836734693900
2015-02-21,2015,2,192,583,62,837,0.22939068100358400,0.22939068100358400
2015-02-22,2015,2,138,449,51,638,0.21630094043887100,0.21630094043887100
2015-02-23,2015,2,218,452,42,712,0.3061797752808990,0.3061797752808990
2015-02-24,2015,2,261,676,72,1009,0.25867195242814700,0.25867195242814700
2015-02-25,2015,2,359,784,90,1233,0.2911597729115980,0.2911597729115980
2015-02-26,2015,2,334,739,108,1181,0.28281117696867100,0.28281117696867100
2015-02-27,2015,2,265,723,116,1104,0.24003623188405800,0.24003623188405800
2015-02-28,2015,2,212,664,57,933,0.22722400857449100,0.22722400857449100
2015-03-01,2015,3,131,420,46,597,0.21943048576214400,0.21943048576214400
2015-03-02,2015,3,196,491,30,717,0.2733612273361230,0.2733612273361230
2015-03-03,2015,3,255,616,55,926,0.275377969762419,0.275377969762419
2015-03-04,2015,3,368,771,83,1222,0.3011456628477910,0.3011456628477910
2015-03-05,2015,3,209,492,86,787,0.2655654383735710,0.2655654383735710
2015-03-06,2015,3,258,724,100,1082,0.23844731977818900,0.23844731977818900
2015-03-07,2015,3,264,746,83,1093,0.2415370539798720,0.2415370539798720
2015-03-08,2015,3,152,452,48,652,0.2331288343558280,0.2331288343558280
2015-03-09,2015,3,225,549,52,826,0.27239709443099300,0.27239709443099300
2015-03-10,2015,3,338,726,71,1135,0.29779735682819400,0.29779735682819400
2015-03-11,2015,3,378,813,119,1310,0.2885496183206110,0.2885496183206110
2015-03-12,2015,3,315,836,109,1260,0.25,0.25
2015-03-13,2015,3,251,784,116,1151,0.21807124239791500,0.21807124239791500
2015-03-14,2015,3,216,708,86,1010,0.21386138613861400,0.21386138613861400
2015-03-15,2015,3,139,550,42,731,0.19015047879617000,0.19015047879617000
2015-03-16,2015,3,242,514,68,824,0.2936893203883500,0.2936893203883500
2015-03-17,2015,3,222,637,72,931,0.23845327604726100,0.23845327604726100
2015-03-18,2015,3,338,770,89,1197,0.28237259816207200,0.28237259816207200
2015-03-19,2015,3,291,734,82,1107,0.26287262872628700,0.26287262872628700
2015-03-20,2015,3,259,646,78,983,0.2634791454730420,0.2634791454730420
2015-03-21,2015,3,194,710,79,983,0.19735503560529000,0.19735503560529000
2015-03-22,2015,3,172,560,62,794,0.21662468513853900,0.21662468513853900
2015-03-23,2015,3,222,555,47,824,0.26941747572815500,0.26941747572815500
2015-03-24,2015,3,259,674,62,995,0.26030150753768800,0.26030150753768800
2015-03-25,2015,3,335,744,68,1147,0.2920662598081950,0.2920662598081950
2015-03-26,2015,3,293,737,95,1125,0.2604444444444440,0.2604444444444440
2015-03-27,2015,3,247,729,134,1110,0.22252252252252300,0.22252252252252300
2015-03-28,2015,3,215,603,58,876,0.2454337899543380,0.2454337899543380
2015-03-29,2015,3,156,481,51,688,0.22674418604651200,0.22674418604651200
2015-03-30,2015,3,181,457,43,681,0.2657856093979440,0.2657856093979440
2015-03-31,2015,3,284,563,72,919,0.30903155603917300,0.30903155603917300
2015-04-01,2015,4,300,809,82,1191,0.2518891687657430,0.2518891687657430
2015-04-02,2015,4,313,839,80,1232,0.25405844155844200,0.25405844155844200
2015-04-03,2015,4,269,752,80,1101,0.24432334241598500,0.24432334241598500
2015-04-04,2015,4,182,623,80,885,0.20564971751412400,0.20564971751412400
2015-04-05,2015,4,101,322,40,463,0.21814254859611200,0.21814254859611200
2015-04-06,2015,4,189,503,43,735,0.2571428571428570,0.2571428571428570
2015-04-07,2015,4,258,683,69,1010,0.25544554455445500,0.25544554455445500
2015-04-08,2015,4,319,777,82,1178,0.2707979626485570,0.2707979626485570
2015-04-09,2015,4,272,739,78,1089,0.2497704315886130,0.2497704315886130
2015-04-10,2015,4,244,613,76,933,0.2615219721329050,0.2615219721329050
2015-04-11,2015,4,208,654,84,946,0.21987315010570800,0.21987315010570800
2015-04-12,2015,4,142,462,56,660,0.21515151515151500,0.21515151515151500
2015-04-13,2015,4,241,525,57,823,0.2928311057108140,0.2928311057108140
2015-04-14,2015,4,276,735,109,1120,0.24642857142857100,0.24642857142857100
2015-04-15,2015,4,349,732,115,1196,0.29180602006689000,0.29180602006689000
2015-04-16,2015,4,350,769,94,1213,0.2885408079142620,0.2885408079142620
2015-04-17,2015,4,327,733,143,1203,0.2718204488778060,0.2718204488778060
2015-04-18,2015,4,180,642,122,944,0.1906779661016950,0.1906779661016950
2015-04-19,2015,4,155,492,41,688,0.22529069767441900,0.22529069767441900
2015-04-20,2015,4,199,471,57,727,0.2737276478679510,0.2737276478679510
2015-04-21,2015,4,349,793,92,1234,0.28282009724473300,0.28282009724473300
2015-04-22,2015,4,284,771,91,1146,0.24781849912740000,0.24781849912740000
2015-04-23,2015,4,334,809,80,1223,0.27309893704006500,0.27309893704006500
2015-04-24,2015,4,269,681,82,1032,0.2606589147286820,0.2606589147286820
2015-04-25,2015,4,187,644,79,910,0.20549450549450500,0.20549450549450500
2015-04-26,2015,4,166,532,60,758,0.21899736147757300,0.21899736147757300
2015-04-27,2015,4,198,473,52,723,0.27385892116182600,0.27385892116182600
2015-04-28,2015,4,300,680,71,1051,0.285442435775452,0.285442435775452
2015-04-29,2015,4,312,668,187,1167,0.26735218508997400,0.26735218508997400
2015-04-30,2015,4,322,701,68,1091,0.29514207149404200,0.29514207149404200
2015-05-01,2015,5,281,629,69,979,0.2870275791624110,0.2870275791624110
2015-05-02,2015,5,165,477,52,694,0.2377521613832850,0.2377521613832850
2015-05-03,2015,5,136,424,54,614,0.22149837133550500,0.22149837133550500
2015-05-04,2015,5,163,399,35,597,0.2730318257956450,0.2730318257956450
2015-05-05,2015,5,302,675,82,1059,0.28517469310670400,0.28517469310670400
2015-05-06,2015,5,302,695,93,1090,0.27706422018348600,0.27706422018348600
2015-05-07,2015,5,296,700,94,1090,0.27155963302752300,0.27155963302752300
2015-05-08,2015,5,128,453,63,644,0.19875776397515500,0.19875776397515500
2015-05-09,2015,5,209,594,91,894,0.23378076062639800,0.23378076062639800
2015-05-10,2015,5,156,391,59,606,0.25742574257425700,0.25742574257425700
2015-05-11,2015,5,211,505,40,756,0.2791005291005290,0.2791005291005290
2015-05-12,2015,5,311,685,79,1075,0.28930232558139500,0.28930232558139500
2015-05-13,2015,5,373,799,101,1273,0.29300864100549900,0.29300864100549900
2015-05-14,2015,5,302,796,77,1175,0.2570212765957450,0.2570212765957450
2015-05-15,2015,5,250,718,118,1086,0.2302025782688770,0.2302025782688770
2015-05-16,2015,5,176,685,76,937,0.18783351120597700,0.18783351120597700
2015-05-17,2015,5,180,503,57,740,0.24324324324324300,0.24324324324324300
2015-05-18,2015,5,256,511,47,814,0.3144963144963150,0.3144963144963150
2015-05-19,2015,5,282,655,64,1001,0.2817182817182820,0.2817182817182820
2015-05-20,2015,5,341,757,59,1157,0.29472774416594600,0.29472774416594600
2015-05-21,2015,5,319,744,67,1130,0.28230088495575200,0.28230088495575200
2015-05-22,2015,5,262,694,80,1036,0.2528957528957530,0.2528957528957530
2015-05-23,2015,5,192,604,81,877,0.21892816419612300,0.21892816419612300
2015-05-24,2015,5,129,485,63,677,0.19054652880354500,0.19054652880354500
2015-05-25,2015,5,127,437,58,622,0.20418006430868200,0.20418006430868200
2015-05-26,2015,5,297,636,70,1003,0.29611166500498500,0.29611166500498500
2015-05-27,2015,5,341,701,84,1126,0.302841918294849,0.302841918294849
2015-05-28,2015,5,302,692,63,1057,0.2857142857142860,0.2857142857142860
2015-05-29,2015,5,279,627,85,991,0.2815338042381430,0.2815338042381430
2015-05-30,2015,5,229,673,80,982,0.23319755600814700,0.23319755600814700
2015-05-31,2015,5,134,452,44,630,0.2126984126984130,0.2126984126984130
2015-06-01,2015,6,163,421,45,629,0.2591414944356120,0.2591414944356120
2015-06-02,2015,6,281,613,54,948,0.29641350210970500,0.29641350210970500
2015-06-03,2015,6,278,733,60,1071,0.25957049486461300,0.25957049486461300
2015-06-04,2015,6,339,823,107,1269,0.26713947990543700,0.26713947990543700
2015-06-05,2015,6,282,776,107,1165,0.24206008583691000,0.24206008583691000
2015-06-06,2015,6,244,719,76,1039,0.23484119345524500,0.23484119345524500
2015-06-07,2015,6,157,570,69,796,0.1972361809045230,0.1972361809045230
2015-06-08,2015,6,216,531,59,806,0.2679900744416870,0.2679900744416870
2015-06-09,2015,6,309,682,66,1057,0.2923368022705770,0.2923368022705770
2015-06-10,2015,6,317,761,112,1190,0.26638655462184900,0.26638655462184900
2015-06-11,2015,6,321,706,89,1116,0.28763440860215100,0.28763440860215100
2015-06-12,2015,6,235,747,76,1058,0.222117202268431,0.222117202268431
2015-06-13,2015,6,176,587,75,838,0.2100238663484490,0.2100238663484490
2015-06-14,2015,6,172,572,54,798,0.21553884711779400,0.21553884711779400
2015-06-15,2015,6,223,485,49,757,0.29458388375165100,0.29458388375165100
2015-06-16,2015,6,308,713,80,1101,0.27974568574023600,0.27974568574023600
2015-06-17,2015,6,302,720,86,1108,0.27256317689530700,0.27256317689530700
2015-06-18,2015,6,316,704,101,1121,0.2818911685994650,0.2818911685994650
2015-06-19,2015,6,266,745,79,1090,0.24403669724770600,0.24403669724770600
2015-06-20,2015,6,238,643,70,951,0.2502628811777080,0.2502628811777080
2015-06-21,2015,6,155,404,55,614,0.252442996742671,0.252442996742671
2015-06-22,2015,6,197,490,60,747,0.2637215528781790,0.2637215528781790
2015-06-23,2015,6,310,639,65,1014,0.3057199211045370,0.3057199211045370
2015-06-24,2015,6,325,682,71,1078,0.3014842300556590,0.3014842300556590
2015-06-25,2015,6,317,775,73,1165,0.2721030042918460,0.2721030042918460
2015-06-26,2015,6,251,647,66,964,0.2603734439834030,0.2603734439834030
2015-06-27,2015,6,199,537,52,788,0.25253807106599000,0.25253807106599000
2015-06-28,2015,6,133,398,41,572,0.23251748251748300,0.23251748251748300
2015-06-29,2015,6,189,462,37,688,0.2747093023255810,0.2747093023255810
2015-06-30,2015,6,266,587,64,917,0.2900763358778630,0.2900763358778630
2015-07-01,2015,7,350,758,78,1186,0.2951096121416530,0.2951096121416530
2015-07-02,2015,7,289,684,102,1075,0.2688372093023260,0.2688372093023260
2015-07-03,2015,7,274,741,85,1100,0.24909090909090900,0.24909090909090900
2015-07-04,2015,7,177,482,58,717,0.24686192468619200,0.24686192468619200
2015-07-05,2015,7,173,530,55,758,0.22823218997361500,0.22823218997361500
2015-07-06,2015,7,193,465,48,706,0.273371104815864,0.273371104815864
2015-07-07,2015,7,322,739,73,1134,0.2839506172839510,0.2839506172839510
2015-07-08,2015,7,377,714,91,1182,0.3189509306260580,0.3189509306260580
2015-07-09,2015,7,317,655,89,1061,0.2987747408105560,0.2987747408105560
2015-07-10,2015,7,200,579,71,850,0.23529411764705900,0.23529411764705900
2015-07-11,2015,7,219,610,61,890,0.24606741573033700,0.24606741573033700
2015-07-12,2015,7,188,466,52,706,0.26628895184136000,0.26628895184136000
2015-07-13,2015,7,262,518,49,829,0.316043425814234,0.316043425814234
2015-07-14,2015,7,265,704,84,1053,0.251661918328585,0.251661918328585
2015-07-15,2015,7,319,772,112,1203,0.2651704073150460,0.2651704073150460
2015-07-16,2015,7,335,713,89,1137,0.29463500439753700,0.29463500439753700
2015-07-17,2015,7,233,614,106,953,0.24449108079748200,0.24449108079748200
2015-07-18,2015,7,229,607,61,897,0.2552954292084730,0.2552954292084730
2015-07-19,2015,7,173,450,58,681,0.2540381791483110,0.2540381791483110
2015-07-20,2015,7,222,471,57,750,0.296,0.296
2015-07-21,2015,7,267,696,81,1044,0.2557471264367820,0.2557471264367820
2015-07-22,2015,7,347,772,88,1207,0.2874896437448220,0.2874896437448220
2015-07-23,2015,7,367,785,82,1234,0.29740680713128000,0.29740680713128000
2015-07-24,2015,7,257,728,93,1078,0.23840445269016700,0.23840445269016700
2015-07-25,2015,7,232,670,70,972,0.23868312757201600,0.23868312757201600
2015-07-26,2015,7,206,505,72,783,0.26309067688378000,0.26309067688378000
2015-07-27,2015,7,177,472,39,688,0.25726744186046500,0.25726744186046500
2015-07-28,2015,7,267,592,75,934,0.28586723768736600,0.28586723768736600
2015-07-29,2015,7,382,655,77,1114,0.34290843806104100,0.34290843806104100
2015-07-30,2015,7,277,666,87,1030,0.2689320388349520,0.2689320388349520
